TransactionID,Item,ItemCategory1,ItemCategory2
4814,soda,drinks,non-alc. drinks
4814,bottled beer,drinks,beer
4814,liquor,drinks,hard drinks
4814,red/blush wine,drinks,wine
4815,spread cheese,fresh products,cheese
4815,white bread,fresh products,bread and backed goods
4815,newspapers,non-food,games/books/hobby
4816,whole milk,fresh products,dairy produce
4816,curd,fresh products,dairy produce
4816,dessert,fresh products,dairy produce
4816,misc. beverages,drinks,non-alc. drinks
4816,chocolate marshmallow,snacks and candies,chocolate
4816,cling film/bags,non-food,non-food kitchen
4816,house keeping products,non-food,non-food house keeping products
4816,newspapers,non-food,games/books/hobby
4817,root vegetables,fruit and vegetables,vegetables
4817,soft cheese,fresh products,cheese
4818,frankfurter,meat and sausage,sausage
4818,butter,fresh products,dairy produce
4818,brown bread,fresh products,bread and backed goods
4819,bottled beer,drinks,beer
4819,liquor,drinks,hard drinks
4820,soda,drinks,non-alc. drinks
4821,other vegetables,fruit and vegetables,vegetables
4821,whole milk,fresh products,dairy produce
4821,dessert,fresh products,dairy produce
4821,sliced cheese,fresh products,cheese
4821,hard cheese,fresh products,cheese
4821,oil,processed food,vinegar/oils
4821,coffee,drinks,coffee
4821,soda,drinks,non-alc. drinks
4821,fruit/vegetable juice,drinks,non-alc. drinks
4821,seasonal products,snacks and candies,seasonal products
4822,curd,fresh products,dairy produce
4822,yogurt,fresh products,dairy produce
4823,pip fruit,fruit and vegetables,fruit
4823,soda,drinks,non-alc. drinks
4824,instant coffee,drinks,coffee
4824,photo/film,non-food,games/books/hobby
4825,frankfurter,meat and sausage,sausage
4826,beef,meat and sausage,beef
4826,yogurt,fresh products,dairy produce
4826,cream cheese,fresh products,cheese
4826,frozen meals,fresh products,frozen foods
4826,cat food,canned food,pet food/care
4826,newspapers,non-food,games/books/hobby
4827,curd,fresh products,dairy produce
4827,UHT-milk,fresh products,shelf-stable dairy
4827,bottled water,drinks,non-alc. drinks
4828,hamburger meat,meat and sausage,beef
4828,whole milk,fresh products,dairy produce
4828,curd,fresh products,dairy produce
4828,dessert,fresh products,dairy produce
4828,rolls/buns,fresh products,bread and backed goods
4828,oil,processed food,vinegar/oils
4828,spices,processed food,condiments
4828,sauces,processed food,soups/sauces
4828,soda,drinks,non-alc. drinks
4828,cake bar,snacks and candies,long-life bakery products
4828,napkins,perfumery,perfumery
4828,shopping bags,non-food,bags
4829,citrus fruit,fruit and vegetables,fruit
4829,root vegetables,fruit and vegetables,vegetables
4829,onions,fruit and vegetables,vegetables
4829,whole milk,fresh products,dairy produce
4829,brown bread,fresh products,bread and backed goods
4830,rolls/buns,fresh products,bread and backed goods
4830,soda,drinks,non-alc. drinks
4830,chewing gum,snacks and candies,chewing gum
4831,bottled beer,drinks,beer
4832,pork,meat and sausage,pork
4832,tropical fruit,fruit and vegetables,fruit
4833,cream cheese,fresh products,cheese
4833,ice cream,fresh products,frozen foods
4833,pastry,fresh products,bread and backed goods
4833,specialty chocolate,snacks and candies,chocolate
4833,rubbing alcohol,perfumery,personal hygiene
4834,tropical fruit,fruit and vegetables,fruit
4834,pip fruit,fruit and vegetables,fruit
4834,whole milk,fresh products,dairy produce
4834,pastry,fresh products,bread and backed goods
4835,beverages,fresh products,dairy produce
4836,pork,meat and sausage,pork
4836,root vegetables,fruit and vegetables,vegetables
4836,brown bread,fresh products,bread and backed goods
4836,pastry,fresh products,bread and backed goods
4837,sausage,meat and sausage,sausage
4837,pork,meat and sausage,pork
4837,whole milk,fresh products,dairy produce
4837,pastry,fresh products,bread and backed goods
4838,yogurt,fresh products,dairy produce
4838,canned beer,drinks,beer
4838,dishes,non-food,non-food kitchen
4839,meat,meat and sausage,sausage
4839,finished products,meat and sausage,sausage
4839,other vegetables,fruit and vegetables,vegetables
4839,rolls/buns,fresh products,bread and backed goods
4839,brown bread,fresh products,bread and backed goods
4839,soda,drinks,non-alc. drinks
4839,white wine,drinks,wine
4840,tropical fruit,fruit and vegetables,fruit
4840,brown bread,fresh products,bread and backed goods
4840,specialty bar,snacks and candies,chocolate
4841,hamburger meat,meat and sausage,beef
4841,other vegetables,fruit and vegetables,vegetables
4841,whole milk,fresh products,dairy produce
4841,cream,fresh products,shelf-stable dairy
4841,oil,processed food,vinegar/oils
4841,sugar,processed food,sweetener
4841,baking powder,processed food,bakery improver
4841,canned beer,drinks,beer
4841,baby cosmetics,perfumery,cosmetics
4842,root vegetables,fruit and vegetables,vegetables
4842,other vegetables,fruit and vegetables,vegetables
4842,yogurt,fresh products,dairy produce
4842,rolls/buns,fresh products,bread and backed goods
4842,bottled water,drinks,non-alc. drinks
4842,chocolate,snacks and candies,chocolate
4842,napkins,perfumery,perfumery
4843,chicken,meat and sausage,poultry
4843,whole milk,fresh products,dairy produce
4843,whipped/sour cream,fresh products,dairy produce
4843,rolls/buns,fresh products,bread and backed goods
4843,white bread,fresh products,bread and backed goods
4843,fruit/vegetable juice,drinks,non-alc. drinks
4843,popcorn,snacks and candies,snacks
4843,photo/film,non-food,games/books/hobby
4844,dessert,fresh products,dairy produce
4844,brown bread,fresh products,bread and backed goods
4845,coffee,drinks,coffee
4846,pip fruit,fruit and vegetables,fruit
4846,condensed milk,fresh products,shelf-stable dairy
4846,sugar,processed food,sweetener
4846,coffee,drinks,coffee
4846,bottled water,drinks,non-alc. drinks
4846,long life bakery product,snacks and candies,long-life bakery products
4847,sausage,meat and sausage,sausage
4847,other vegetables,fruit and vegetables,vegetables
4847,salt,processed food,staple foods
4847,male cosmetics,perfumery,cosmetics
4847,newspapers,non-food,games/books/hobby
4848,sausage,meat and sausage,sausage
4848,other vegetables,fruit and vegetables,vegetables
4848,whole milk,fresh products,dairy produce
4848,yogurt,fresh products,dairy produce
4848,soda,drinks,non-alc. drinks
4849,whole milk,fresh products,dairy produce
4849,butter milk,fresh products,dairy produce
4849,yogurt,fresh products,dairy produce
4849,rolls/buns,fresh products,bread and backed goods
4849,white bread,fresh products,bread and backed goods
4849,mustard,processed food,condiments
4849,pickled vegetables,canned food,canned fruit/vegetables
4849,sweet spreads,canned food,jam/sweet spreads
4849,canned fish,canned food,canned fish
4849,soda,drinks,non-alc. drinks
4849,misc. beverages,drinks,non-alc. drinks
4849,long life bakery product,snacks and candies,long-life bakery products
4849,specialty chocolate,snacks and candies,chocolate
4849,shopping bags,non-food,bags
4850,citrus fruit,fruit and vegetables,fruit
4850,misc. beverages,drinks,non-alc. drinks
4851,bottled water,drinks,non-alc. drinks
4852,pastry,fresh products,bread and backed goods
4853,sausage,meat and sausage,sausage
4853,rolls/buns,fresh products,bread and backed goods
4853,newspapers,non-food,games/books/hobby
4853,shopping bags,non-food,bags
4854,sausage,meat and sausage,sausage
4854,soft cheese,fresh products,cheese
4854,bottled beer,drinks,beer
4855,whole milk,fresh products,dairy produce
4855,rolls/buns,fresh products,bread and backed goods
4855,syrup,drinks,non-alc. drinks
4856,liver loaf,meat and sausage,sausage
4856,whole milk,fresh products,dairy produce
4856,yogurt,fresh products,dairy produce
4856,condensed milk,fresh products,shelf-stable dairy
4856,specialty cheese,fresh products,cheese
4856,white bread,fresh products,bread and backed goods
4857,bottled water,drinks,non-alc. drinks
4858,beef,meat and sausage,beef
4859,pet care,canned food,pet food/care
4859,bottled beer,drinks,beer
4860,meat,meat and sausage,sausage
4860,citrus fruit,fruit and vegetables,fruit
4860,pip fruit,fruit and vegetables,fruit
4860,root vegetables,fruit and vegetables,vegetables
4860,bottled water,drinks,non-alc. drinks
4861,cookware,non-food,non-food kitchen
4862,bottled beer,drinks,beer
4863,whole milk,fresh products,dairy produce
4863,processed cheese,fresh products,cheese
4863,spread cheese,fresh products,cheese
4863,rolls/buns,fresh products,bread and backed goods
4864,frozen meals,fresh products,frozen foods
4864,white bread,fresh products,bread and backed goods
4864,fruit/vegetable juice,drinks,non-alc. drinks
4865,dessert,fresh products,dairy produce
4865,yogurt,fresh products,dairy produce
4865,cat food,canned food,pet food/care
4865,napkins,perfumery,perfumery
4866,grapes,fruit and vegetables,fruit
4866,other vegetables,fruit and vegetables,vegetables
4866,soda,drinks,non-alc. drinks
4866,canned beer,drinks,beer
4867,rolls/buns,fresh products,bread and backed goods
4867,sugar,processed food,sweetener
4867,coffee,drinks,coffee
4867,soda,drinks,non-alc. drinks
4868,sausage,meat and sausage,sausage
4868,meat,meat and sausage,sausage
4868,pip fruit,fruit and vegetables,fruit
4868,other vegetables,fruit and vegetables,vegetables
4868,salty snack,snacks and candies,snacks
4868,napkins,perfumery,perfumery
4869,sausage,meat and sausage,sausage
4869,beverages,fresh products,dairy produce
4869,rolls/buns,fresh products,bread and backed goods
4870,butter,fresh products,dairy produce
4870,napkins,perfumery,perfumery
4871,chicken,meat and sausage,poultry
4871,fruit/vegetable juice,drinks,non-alc. drinks
4871,long life bakery product,snacks and candies,long-life bakery products
4872,whole milk,fresh products,dairy produce
4872,bottled water,drinks,non-alc. drinks
4872,rum,drinks,hard drinks
4872,waffles,snacks and candies,long-life bakery products
4873,rolls/buns,fresh products,bread and backed goods
4874,rolls/buns,fresh products,bread and backed goods
4874,soda,drinks,non-alc. drinks
4874,snack products,snacks and candies,snacks
4875,citrus fruit,fruit and vegetables,fruit
4875,berries,fruit and vegetables,fruit
4875,yogurt,fresh products,dairy produce
4875,bottled water,drinks,non-alc. drinks
4875,soda,drinks,non-alc. drinks
4875,fruit/vegetable juice,drinks,non-alc. drinks
4875,chocolate,snacks and candies,chocolate
4875,specialty bar,snacks and candies,chocolate
4875,shopping bags,non-food,bags
4876,rolls/buns,fresh products,bread and backed goods
4876,pastry,fresh products,bread and backed goods
4876,coffee,drinks,coffee
4877,pasta,processed food,staple foods
4877,sauces,processed food,soups/sauces
4878,sausage,meat and sausage,sausage
4878,pork,meat and sausage,pork
4878,sliced cheese,fresh products,cheese
4878,frozen potato products,fresh products,frozen foods
4878,white bread,fresh products,bread and backed goods
4878,soda,drinks,non-alc. drinks
4878,waffles,snacks and candies,long-life bakery products
4879,tropical fruit,fruit and vegetables,fruit
4879,pip fruit,fruit and vegetables,fruit
4879,grapes,fruit and vegetables,fruit
4879,packaged fruit/vegetables,fruit and vegetables,packaged fruit/vegetables
4879,coffee,drinks,coffee
4880,waffles,snacks and candies,long-life bakery products
4880,chocolate,snacks and candies,chocolate
4880,specialty chocolate,snacks and candies,chocolate
4881,citrus fruit,fruit and vegetables,fruit
4881,tropical fruit,fruit and vegetables,fruit
4881,baking powder,processed food,bakery improver
4881,fruit/vegetable juice,drinks,non-alc. drinks
4881,waffles,snacks and candies,long-life bakery products
4881,specialty bar,snacks and candies,chocolate
4881,candles,non-food,non-food house keeping products
4881,flower (seeds),non-food,garden
4882,pasta,processed food,staple foods
4882,specialty chocolate,snacks and candies,chocolate
4882,dishes,non-food,non-food kitchen
4883,semi-finished bread,fresh products,bread and backed goods
4883,bottled beer,drinks,beer
4883,liquor,drinks,hard drinks
4884,beef,meat and sausage,beef
4884,spread cheese,fresh products,cheese
4884,domestic eggs,fresh products,eggs
4884,cat food,canned food,pet food/care
4884,white wine,drinks,wine
4884,shopping bags,non-food,bags
4885,whole milk,fresh products,dairy produce
4886,candy,snacks and candies,candy
4887,bottled water,drinks,non-alc. drinks
4888,whole milk,fresh products,dairy produce
4888,white bread,fresh products,bread and backed goods
4888,pet care,canned food,pet food/care
4888,bottled water,drinks,non-alc. drinks
4888,softener,detergent,detergent/softener
4889,bottled beer,drinks,beer
4890,yogurt,fresh products,dairy produce
4890,frozen dessert,fresh products,frozen foods
4891,whole milk,fresh products,dairy produce
4891,coffee,drinks,coffee
4891,cooking chocolate,snacks and candies,chocolate
4891,newspapers,non-food,games/books/hobby
4892,sausage,meat and sausage,sausage
4892,ham,meat and sausage,sausage
4892,soft cheese,fresh products,cheese
4892,hard cheese,fresh products,cheese
4892,coffee,drinks,coffee
4892,soda,drinks,non-alc. drinks
4892,long life bakery product,snacks and candies,long-life bakery products
4892,chocolate,snacks and candies,chocolate
4893,other vegetables,fruit and vegetables,vegetables
4893,UHT-milk,fresh products,shelf-stable dairy
4893,semi-finished bread,fresh products,bread and backed goods
4893,margarine,processed food,vinegar/oils
4893,canned vegetables,canned food,canned fruit/vegetables
4893,bottled water,drinks,non-alc. drinks
4893,cake bar,snacks and candies,long-life bakery products
4893,shopping bags,non-food,bags
4894,tropical fruit,fruit and vegetables,fruit
4894,yogurt,fresh products,dairy produce
4894,beverages,fresh products,dairy produce
4895,coffee,drinks,coffee
4895,sparkling wine,drinks,wine
4895,dish cleaner,detergent,cleaner
4896,root vegetables,fruit and vegetables,vegetables
4896,brown bread,fresh products,bread and backed goods
4896,mustard,processed food,condiments
4896,cat food,canned food,pet food/care
4896,canned beer,drinks,beer
4897,frankfurter,meat and sausage,sausage
4897,pork,meat and sausage,pork
4897,other vegetables,fruit and vegetables,vegetables
4897,whole milk,fresh products,dairy produce
4897,butter,fresh products,dairy produce
4897,brown bread,fresh products,bread and backed goods
4897,semi-finished bread,fresh products,bread and backed goods
4897,pet care,canned food,pet food/care
4897,canned beer,drinks,beer
4897,waffles,snacks and candies,long-life bakery products
4897,hygiene articles,perfumery,perfumery
4897,newspapers,non-food,games/books/hobby
4898,ham,meat and sausage,sausage
4898,dessert,fresh products,dairy produce
4898,yogurt,fresh products,dairy produce
4898,processed cheese,fresh products,cheese
4898,soda,drinks,non-alc. drinks
4899,pip fruit,fruit and vegetables,fruit
4899,whole milk,fresh products,dairy produce
4899,beverages,fresh products,dairy produce
4899,domestic eggs,fresh products,eggs
4899,white bread,fresh products,bread and backed goods
4900,yogurt,fresh products,dairy produce
4900,sugar,processed food,sweetener
4900,shopping bags,non-food,bags
4901,meat,meat and sausage,sausage
4901,whole milk,fresh products,dairy produce
4901,rolls/buns,fresh products,bread and backed goods
4902,soda,drinks,non-alc. drinks
4902,bathroom cleaner,detergent,bathroom cleaner
4903,pork,meat and sausage,pork
4903,onions,fruit and vegetables,vegetables
4903,domestic eggs,fresh products,eggs
4903,pastry,fresh products,bread and backed goods
4903,soda,drinks,non-alc. drinks
4903,shopping bags,non-food,bags
4904,whole milk,fresh products,dairy produce
4904,frozen vegetables,fresh products,frozen foods
4905,bottled beer,drinks,beer
4906,bottled water,drinks,non-alc. drinks
4907,specialty bar,snacks and candies,chocolate
4907,house keeping products,non-food,non-food house keeping products
4908,berries,fruit and vegetables,fruit
4908,yogurt,fresh products,dairy produce
4908,whipped/sour cream,fresh products,dairy produce
4909,dessert,fresh products,dairy produce
4909,soda,drinks,non-alc. drinks
4910,ham,meat and sausage,sausage
4910,onions,fruit and vegetables,vegetables
4910,herbs,fruit and vegetables,vegetables
4910,sparkling wine,drinks,wine
4911,pork,meat and sausage,pork
4911,tropical fruit,fruit and vegetables,fruit
4911,hard cheese,fresh products,cheese
4911,margarine,processed food,vinegar/oils
4911,soda,drinks,non-alc. drinks
4911,bottled beer,drinks,beer
4911,napkins,perfumery,perfumery
4912,cat food,canned food,pet food/care
4912,white wine,drinks,wine
4913,whole milk,fresh products,dairy produce
4913,brown bread,fresh products,bread and backed goods
4913,margarine,processed food,vinegar/oils
4913,soda,drinks,non-alc. drinks
4913,bottled beer,drinks,beer
4914,margarine,processed food,vinegar/oils
4914,fruit/vegetable juice,drinks,non-alc. drinks
4914,red/blush wine,drinks,wine
4915,whole milk,fresh products,dairy produce
4916,whole milk,fresh products,dairy produce
4916,dessert,fresh products,dairy produce
4916,coffee,drinks,coffee
4916,bottled water,drinks,non-alc. drinks
4917,other vegetables,fruit and vegetables,vegetables
4917,rolls/buns,fresh products,bread and backed goods
4917,hair spray,perfumery,hair care
4918,domestic eggs,fresh products,eggs
4919,canned beer,drinks,beer
4920,sausage,meat and sausage,sausage
4920,white wine,drinks,wine
4920,napkins,perfumery,perfumery
4921,butter milk,fresh products,dairy produce
4921,ice cream,fresh products,frozen foods
4921,coffee,drinks,coffee
4921,bottled water,drinks,non-alc. drinks
4921,fruit/vegetable juice,drinks,non-alc. drinks
4921,hygiene articles,perfumery,perfumery
4921,shopping bags,non-food,bags
4922,ham,meat and sausage,sausage
4922,root vegetables,fruit and vegetables,vegetables
4922,whipped/sour cream,fresh products,dairy produce
4922,ketchup,processed food,condiments
4923,whole milk,fresh products,dairy produce
4924,other vegetables,fruit and vegetables,vegetables
4924,butter milk,fresh products,dairy produce
4924,frozen meals,fresh products,frozen foods
4924,ice cream,fresh products,frozen foods
4924,pastry,fresh products,bread and backed goods
4925,sausage,meat and sausage,sausage
4925,frozen vegetables,fresh products,frozen foods
4925,rolls/buns,fresh products,bread and backed goods
4925,soda,drinks,non-alc. drinks
4925,red/blush wine,drinks,wine
4926,bottled beer,drinks,beer
4927,misc. beverages,drinks,non-alc. drinks
4927,napkins,perfumery,perfumery
4928,brown bread,fresh products,bread and backed goods
4929,whipped/sour cream,fresh products,dairy produce
4929,margarine,processed food,vinegar/oils
4929,long life bakery product,snacks and candies,long-life bakery products
4930,tropical fruit,fruit and vegetables,fruit
4930,whipped/sour cream,fresh products,dairy produce
4930,jam,canned food,jam/sweet spreads
4931,citrus fruit,fruit and vegetables,fruit
4931,pip fruit,fruit and vegetables,fruit
4932,pip fruit,fruit and vegetables,fruit
4932,soda,drinks,non-alc. drinks
4932,sparkling wine,drinks,wine
4933,waffles,snacks and candies,long-life bakery products
4933,specialty bar,snacks and candies,chocolate
4934,tropical fruit,fruit and vegetables,fruit
4934,other vegetables,fruit and vegetables,vegetables
4934,whole milk,fresh products,dairy produce
4934,brown bread,fresh products,bread and backed goods
4934,margarine,processed food,vinegar/oils
4934,sauces,processed food,soups/sauces
4934,sweet spreads,canned food,jam/sweet spreads
4934,waffles,snacks and candies,long-life bakery products
4935,frankfurter,meat and sausage,sausage
4935,citrus fruit,fruit and vegetables,fruit
4935,pip fruit,fruit and vegetables,fruit
4935,butter milk,fresh products,dairy produce
4935,beverages,fresh products,dairy produce
4935,frozen meals,fresh products,frozen foods
4935,brown bread,fresh products,bread and backed goods
4935,pickled vegetables,canned food,canned fruit/vegetables
4935,shopping bags,non-food,bags
4936,sausage,meat and sausage,sausage
4936,rolls/buns,fresh products,bread and backed goods
4936,sugar,processed food,sweetener
4936,bottled water,drinks,non-alc. drinks
4936,soda,drinks,non-alc. drinks
4936,fruit/vegetable juice,drinks,non-alc. drinks
4936,white wine,drinks,wine
4936,male cosmetics,perfumery,cosmetics
4937,frankfurter,meat and sausage,sausage
4937,sausage,meat and sausage,sausage
4937,curd,fresh products,dairy produce
4937,processed cheese,fresh products,cheese
4937,soda,drinks,non-alc. drinks
4937,canned beer,drinks,beer
4938,curd,fresh products,dairy produce
4938,coffee,drinks,coffee
4938,bottled beer,drinks,beer
4939,meat,meat and sausage,sausage
4939,citrus fruit,fruit and vegetables,fruit
4939,yogurt,fresh products,dairy produce
4939,brown bread,fresh products,bread and backed goods
4939,cat food,canned food,pet food/care
4939,bottled water,drinks,non-alc. drinks
4939,chocolate,snacks and candies,chocolate
4939,napkins,perfumery,perfumery
4940,other vegetables,fruit and vegetables,vegetables
4940,whole milk,fresh products,dairy produce
4940,frozen potato products,fresh products,frozen foods
4940,white bread,fresh products,bread and backed goods
4940,pastry,fresh products,bread and backed goods
4940,soda,drinks,non-alc. drinks
4940,fruit/vegetable juice,drinks,non-alc. drinks
4940,specialty bar,snacks and candies,chocolate
4941,whole milk,fresh products,dairy produce
4942,domestic eggs,fresh products,eggs
4943,pip fruit,fruit and vegetables,fruit
4943,whipped/sour cream,fresh products,dairy produce
4944,other vegetables,fruit and vegetables,vegetables
4944,whole milk,fresh products,dairy produce
4944,mustard,processed food,condiments
4944,prosecco,drinks,wine
4944,specialty chocolate,snacks and candies,chocolate
4944,female sanitary products,perfumery,cosmetics
4945,sausage,meat and sausage,sausage
4945,other vegetables,fruit and vegetables,vegetables
4945,dessert,fresh products,dairy produce
4945,yogurt,fresh products,dairy produce
4945,condensed milk,fresh products,shelf-stable dairy
4945,hard cheese,fresh products,cheese
4945,spread cheese,fresh products,cheese
4945,bottled water,drinks,non-alc. drinks
4945,fruit/vegetable juice,drinks,non-alc. drinks
4945,shopping bags,non-food,bags
4946,salty snack,snacks and candies,snacks
4947,margarine,processed food,vinegar/oils
4947,candy,snacks and candies,candy
4948,whole milk,fresh products,dairy produce
4948,rolls/buns,fresh products,bread and backed goods
4948,salt,processed food,staple foods
4949,frankfurter,meat and sausage,sausage
4949,sausage,meat and sausage,sausage
4949,other vegetables,fruit and vegetables,vegetables
4949,white bread,fresh products,bread and backed goods
4949,pickled vegetables,canned food,canned fruit/vegetables
4949,waffles,snacks and candies,long-life bakery products
4949,shopping bags,non-food,bags
4950,whole milk,fresh products,dairy produce
4951,whole milk,fresh products,dairy produce
4951,soft cheese,fresh products,cheese
4951,sliced cheese,fresh products,cheese
4952,brown bread,fresh products,bread and backed goods
4952,soda,drinks,non-alc. drinks
4952,canned beer,drinks,beer
4952,napkins,perfumery,perfumery
4952,shopping bags,non-food,bags
4953,oil,processed food,vinegar/oils
4953,soda,drinks,non-alc. drinks
4953,misc. beverages,drinks,non-alc. drinks
4953,canned beer,drinks,beer
4953,brandy,drinks,hard drinks
4953,salty snack,snacks and candies,snacks
4953,candy,snacks and candies,candy
4953,hygiene articles,perfumery,perfumery
4953,shopping bags,non-food,bags
4954,liquor (appetizer),drinks,hard drinks
4955,rolls/buns,fresh products,bread and backed goods
4955,meat spreads,canned food,meat spreads
4956,bottled water,drinks,non-alc. drinks
4957,citrus fruit,fruit and vegetables,fruit
4957,pip fruit,fruit and vegetables,fruit
4957,root vegetables,fruit and vegetables,vegetables
4957,whole milk,fresh products,dairy produce
4957,coffee,drinks,coffee
4957,popcorn,snacks and candies,snacks
4957,chewing gum,snacks and candies,chewing gum
4957,detergent,detergent,detergent/softener
4957,newspapers,non-food,games/books/hobby
4957,shopping bags,non-food,bags
4958,citrus fruit,fruit and vegetables,fruit
4958,root vegetables,fruit and vegetables,vegetables
4958,margarine,processed food,vinegar/oils
4958,cat food,canned food,pet food/care
4958,shopping bags,non-food,bags
4959,whole milk,fresh products,dairy produce
4959,dessert,fresh products,dairy produce
4959,butter milk,fresh products,dairy produce
4959,yogurt,fresh products,dairy produce
4959,pastry,fresh products,bread and backed goods
4959,margarine,processed food,vinegar/oils
4959,bottled water,drinks,non-alc. drinks
4959,soda,drinks,non-alc. drinks
4960,frankfurter,meat and sausage,sausage
4960,beef,meat and sausage,beef
4960,fish,meat and sausage,fish
4960,root vegetables,fruit and vegetables,vegetables
4960,whole milk,fresh products,dairy produce
4960,butter,fresh products,dairy produce
4960,yogurt,fresh products,dairy produce
4960,rolls/buns,fresh products,bread and backed goods
4960,roll products,fresh products,bread and backed goods
4961,soda,drinks,non-alc. drinks
4962,meat,meat and sausage,sausage
4962,other vegetables,fruit and vegetables,vegetables
4963,sausage,meat and sausage,sausage
4963,beverages,fresh products,dairy produce
4963,sliced cheese,fresh products,cheese
4963,rolls/buns,fresh products,bread and backed goods
4963,soda,drinks,non-alc. drinks
4963,shopping bags,non-food,bags
4964,sausage,meat and sausage,sausage
4964,meat,meat and sausage,sausage
4964,dessert,fresh products,dairy produce
4964,rolls/buns,fresh products,bread and backed goods
4964,instant coffee,drinks,coffee
4964,soda,drinks,non-alc. drinks
4964,canned beer,drinks,beer
4965,chocolate,snacks and candies,chocolate
4966,canned beer,drinks,beer
4967,bottled beer,drinks,beer
4967,newspapers,non-food,games/books/hobby
4968,liver loaf,meat and sausage,sausage
4968,root vegetables,fruit and vegetables,vegetables
4968,other vegetables,fruit and vegetables,vegetables
4968,processed cheese,fresh products,cheese
4968,pastry,fresh products,bread and backed goods
4968,sugar,processed food,sweetener
4968,detergent,detergent,detergent/softener
4969,pastry,fresh products,bread and backed goods
4969,long life bakery product,snacks and candies,long-life bakery products
4970,beef,meat and sausage,beef
4970,hamburger meat,meat and sausage,beef
4970,other vegetables,fruit and vegetables,vegetables
4970,rolls/buns,fresh products,bread and backed goods
4970,sugar,processed food,sweetener
4970,white wine,drinks,wine
4970,hygiene articles,perfumery,perfumery
4970,newspapers,non-food,games/books/hobby
4971,canned beer,drinks,beer
4971,newspapers,non-food,games/books/hobby
4972,newspapers,non-food,games/books/hobby
4973,sausage,meat and sausage,sausage
4973,rolls/buns,fresh products,bread and backed goods
4974,citrus fruit,fruit and vegetables,fruit
4974,pip fruit,fruit and vegetables,fruit
4974,root vegetables,fruit and vegetables,vegetables
4974,UHT-milk,fresh products,shelf-stable dairy
4974,coffee,drinks,coffee
4974,candles,non-food,non-food house keeping products
4975,canned beer,drinks,beer
4976,frankfurter,meat and sausage,sausage
4976,meat,meat and sausage,sausage
4976,root vegetables,fruit and vegetables,vegetables
4976,onions,fruit and vegetables,vegetables
4976,other vegetables,fruit and vegetables,vegetables
4976,whole milk,fresh products,dairy produce
4976,yogurt,fresh products,dairy produce
4976,UHT-milk,fresh products,shelf-stable dairy
4976,rolls/buns,fresh products,bread and backed goods
4976,oil,processed food,vinegar/oils
4976,mustard,processed food,condiments
4976,canned fish,canned food,canned fish
4976,coffee,drinks,coffee
4976,newspapers,non-food,games/books/hobby
4976,shopping bags,non-food,bags
4977,rolls/buns,fresh products,bread and backed goods
4977,brown bread,fresh products,bread and backed goods
4978,canned beer,drinks,beer
4979,frankfurter,meat and sausage,sausage
4979,whole milk,fresh products,dairy produce
4979,rolls/buns,fresh products,bread and backed goods
4979,newspapers,non-food,games/books/hobby
4980,frankfurter,meat and sausage,sausage
4980,sausage,meat and sausage,sausage
4980,meat,meat and sausage,sausage
4980,tropical fruit,fruit and vegetables,fruit
4980,brown bread,fresh products,bread and backed goods
4980,bottled water,drinks,non-alc. drinks
4980,nut snack,snacks and candies,snacks
4981,soda,drinks,non-alc. drinks
4981,bottled beer,drinks,beer
4982,meat,meat and sausage,sausage
4982,chicken,meat and sausage,poultry
4982,root vegetables,fruit and vegetables,vegetables
4982,onions,fruit and vegetables,vegetables
4982,whole milk,fresh products,dairy produce
4982,soda,drinks,non-alc. drinks
4983,white wine,drinks,wine
4984,sausage,meat and sausage,sausage
4984,other vegetables,fruit and vegetables,vegetables
4985,brown bread,fresh products,bread and backed goods
4985,pasta,processed food,staple foods
4985,oil,processed food,vinegar/oils
4985,margarine,processed food,vinegar/oils
4985,soda,drinks,non-alc. drinks
4985,newspapers,non-food,games/books/hobby
4986,frozen fruits,fresh products,frozen foods
4986,soda,drinks,non-alc. drinks
4986,specialty bar,snacks and candies,chocolate
4987,hard cheese,fresh products,cheese
4987,pasta,processed food,staple foods
4987,soda,drinks,non-alc. drinks
4987,waffles,snacks and candies,long-life bakery products
4988,dessert,fresh products,dairy produce
4988,yogurt,fresh products,dairy produce
4989,coffee,drinks,coffee
4990,other vegetables,fruit and vegetables,vegetables
4990,condensed milk,fresh products,shelf-stable dairy
4990,soda,drinks,non-alc. drinks
4991,frankfurter,meat and sausage,sausage
4991,sausage,meat and sausage,sausage
4991,whole milk,fresh products,dairy produce
4991,butter milk,fresh products,dairy produce
4991,yogurt,fresh products,dairy produce
4991,sliced cheese,fresh products,cheese
4991,hard cheese,fresh products,cheese
4991,rolls/buns,fresh products,bread and backed goods
4991,pastry,fresh products,bread and backed goods
4991,pickled vegetables,canned food,canned fruit/vegetables
4991,newspapers,non-food,games/books/hobby
4992,pork,meat and sausage,pork
4992,whole milk,fresh products,dairy produce
4992,pasta,processed food,staple foods
4992,fruit/vegetable juice,drinks,non-alc. drinks
4993,yogurt,fresh products,dairy produce
4993,rolls/buns,fresh products,bread and backed goods
4994,beef,meat and sausage,beef
4994,citrus fruit,fruit and vegetables,fruit
4994,root vegetables,fruit and vegetables,vegetables
4994,yogurt,fresh products,dairy produce
4994,whipped/sour cream,fresh products,dairy produce
4994,brown bread,fresh products,bread and backed goods
4994,napkins,perfumery,perfumery
4994,newspapers,non-food,games/books/hobby
4995,ham,meat and sausage,sausage
